GEBIETS_NAME,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Winterthur, Stadt",2724034.0,-16132950.0,-35037356.0,-1740926.0,-1566460.0,-1409833.0,-8400805.0,-10657392.0,-6628985.0,-6780717.0,-3648009.0,-8264460.0,-40728499.0,12912349.0,-4020231.0,866.0,-1894572.0,-3689974.0,-3321224.0,-2966750.0,-2963195.0,-2740765.0,4093865.0,1715105.0,16446242.0,12722825.0,-97095424.0,56485637.0,37026575.0
