,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1,8.783333333333333,9.458333333333334,9.475,8.458333333333334,8.424999999999999,8.725,8.683333333333334,9.725,9.575,9.783333333333333,9.033333333333333,9.6,9.274999999999999,10.608333333333333,9.358333333333333,8.475,9.633333333333335,9.6,9.450000000000001,10.383333333333335,9.825,10.374999999999998,10.308333333333335,9.708333333333332,9.433333333333332,9.941666666666666,10.408333333333333,9.858333333333333,10.116666666666667,9.1,10.733333333333334,10.033333333333333,9.441666666666666,10.875,10.766666666666666,10.325,10.458333333333334,11.425000000000002,10.816666666666668
